title,author,category,pages,published,format,dimensions,price,isbn,isbn_10
Everything I Don't Remember,Jonas Hassen Khemiri,"[""Modern & Contemporary Fiction"", ""Fiction""]",320,2017,"hardcover, paperback","[6.5, 10, 1.07]",16.9,9781471155109,1471155102
Saints for all Occasions,J. Courtney Sullivan,"[""Modern & Contemporary Fiction"", ""Fiction""]",352,2017,"hardcover, paperback","[5, 7.37, 1.18]",24.95,9781844089383,184408938X
Hell's Detective,Michael Logan,"[""Fiction"", ""\r\nBooks\r\n""]",288,2017,"hardcover, paperback","[7, 11, 0.96]",39.9,9781683311713,168331171X
Bounty Hunter,Lynette Eason,"[""Religious & Spiritual Fiction"", ""Fiction""]",224,2017,paperback,"[5, 7.37, 0.75]",9.75,9780373457168,0373457162
The Color Of Our Sky,Amita Trasi,"[""Modern & Contemporary Fiction"", ""Fiction""]",416,2017,"hardcover, paperback","[6.5, 10, 1.39]",18.9,9780062474070,0062474073
Guardians of the Galaxy,Mark Sumerak,"[""Comic Book & Cartoon Art"", ""Illustration & Commercial Art""]",184,2017,hardcover,"[5, 7.37, 0.62]",54.5,9781785655302,1785655302
Grave Prediction A,Victoria Laurie,"[""Modern & Contemporary Fiction"", ""Fiction""]",320,2017,"hardcover, paperback","[6.5, 10, 1.07]",14.8,9780451473899,0451473892
The Babylon Idol,Scott Mariani,"[""Fiction"", ""\r\nBooks\r\n""]",448,2017,"hardcover, paperback","[12.0, 19.0, 1.5]",14.95,9780007486229,0007486227
Wilde Like Me,Louise Pentland,"[""Modern & Contemporary Fiction"", ""Fiction""]",400,2017,paperback,"[3.5, 5.5, 1.34]",22.75,9781785762949,178576294X
Love the Wine You're with,Kim Gruenenfelder,"[""Modern & Contemporary Fiction"", ""Fiction""]",384,2017,paperback,"[4, 6.75, 1.28]",25.75,9781250066749,1250066743
Treadmill,Hiroshi Nakamura,"[""Historical Fiction"", ""Fiction""]",240,2017,"hardcover, paperback","[5, 7.37, 0.8]",37.5,9781771612104,177161210X
Martinka,,"[""Fantasy Fiction"", ""Fiction""]",,2017,paperback,"[4, 6.75, 0.6]",30.75,9781478789727,1478789727
The Hemingway Files,H K Bush,"[""Modern & Contemporary Fiction"", ""Fiction""]",300,2017,paperback,"[7, 11, 1.0]",25.75,9781943075324,1943075328
Talk British to Me,Robin Bielman,"[""Romance"", ""Fiction""]",345,2017,"hardcover, paperback","[5, 7.37, 1.15]",13.9,9781640631588,1640631585
End of Watch,Stephen King,"[""Thrillers & Suspense"", ""Fiction""]",496,2017,paperback,"[7, 11, 1.66]",15.95,9781501134135,1501134132
Where Jasmine Blooms,Holly S. Warah,"[""Modern & Contemporary Fiction"", ""Fiction""]",392,2017,hardcover,"[6.5, 9.25, 1.31]",36.75,9781628727494,1628727497
The Sweet Smell Of Magnolias And Memories,Celeste Fletcher McHale,"[""Fiction"", ""\r\nBooks\r\n""]",320,2017,"hardcover, paperback","[6.5, 10, 1.07]",17.95,9780718039844,071803984X
The Whistler,John Grisham,"[""Political & Legal Thrillers"", ""Thrillers & Suspense""]",416,2017,hardcover,"[5, 7.37, 1.39]",15.25,9781444799132,1444799134
Kimi ni Todoke,Karuho Shiina,"[""Manga"", ""Graphic Novels""]",176,2017,hardcover,"[3.5, 5.5, 0.59]",14.5,9781421591636,1421591634
Murder for Nothing,Veronica Heley,"[""Crime & Mystery"", ""Fiction""]",224,2017,"hardcover, paperback","[9.5, 12.0, 0.75]",59.75,9780727887276,0727887270
Spider-Gwen : Volume 1,Jason Latour,"[""Superheroes & Super-villains"", ""Graphic Novels""]",272,2017,"hardcover, paperback","[4, 6.5, 0.91]",46.5,9781302903718,1302903713
The Modern World,Steph Swainston,"[""Fantasy Fiction"", ""Fiction""]",336,2017,"hardcover, paperback","[6.5, 10, 1.13]",16.75,9781473221826,147322182X
"Transformers Optimus Prime, Vol. 1",John Barber,"[""Graphic Novels"", ""Fiction""]",144,2017,"hardcover, paperback","[2.5, 4, 0.48]",32.25,9781631409691,1631409697
The Switch,Joseph Finder,"[""Thrillers & Suspense"", ""Fiction""]",384,2017,hardcover,"[6.5, 9.25, 1.28]",35.75,9781786693846,1786693844
Release,Patrick Ness,"[""General Fiction for Children & Teenagers"", ""Children's Fiction""]",288,2017,"hardcover, paperback","[7, 11, 0.96]",20.9,9781406331172,1406331171
Tropic Of Kansas,Christopher Brown,"[""Science Fiction"", ""Fiction""]",480,2017,paperback,"[5, 7.37, 1.6]",25.75,9780062563811,0062563815
A Saviour,Vinayak Kadam,"[""Adult & Contemporary Romance"", ""Romance""]",90,2017,"hardcover, paperback","[7, 11, 0.3]",19.75,9781946822574,1946822574
The Cowboy's Twin Surprise,Cathy McDavid,"[""Adult & Contemporary Romance"", ""Romance""]",224,2017,paperback,"[4, 6.75, 0.75]",10.95,9780263923179,0263923177
The Rebellion's Last Traitor,Nik Korpon,"[""Science Fiction"", ""Fiction""]",400,2017,paperback,"[4, 6.75, 1.34]",16.9,9780857666550,085766655X
The Witch Who Came in from the Cold,Lindsay Smith,"[""Fantasy Fiction"", ""Fiction""]",624,2017,hardcover,"[6, 9, 2.08]",32.8,9781481485609,1481485601
Forgive Me Outside Inside,"?????
 ??","[""Poetry"", ""Literature, Poetry & Plays""]",150,2017,"hardcover, paperback","[3.5, 5.5, 0.5]",47.5,9781367342545,1367342546
Suicide Squad Vol. 2 (Rebirth),Rob Williams,"[""Graphic Novels"", ""Fiction""]",144,2017,hardcover,"[4, 6.75, 0.48]",25.25,9781401270971,1401270972
Stairs of Sand,Zane Grey,"[""Westerns"", ""Action & Adventure""]",328,2017,hardcover,"[12.0, 19.0, 1.1]",24.25,9781634500715,1634500717
River of Teeth,Sarah Gailey,"[""Fantasy Fiction"", ""Fiction""]",192,2017,hardcover,"[3.5, 5.5, 0.64]",22.25,9780765395238,0765395231
Alien,Titan Books,"[""Crafts & Handiwork"", ""Non-Fiction""]",80,2017,paperback,"[8.25, 11.5, 0.27]",18.75,9781785653766,1785653768
Robert B. Parker's Little White Lies,Ace Atkins,"[""Crime & Mystery"", ""Fiction""]",320,2017,"hardcover, paperback","[8.25, 11.5, 1.07]",37.9,9780399177002,0399177000
Can't Smurf Progress,Peyo,"[""Comic Strip Fiction & Graphic Novels for Children & Teenagers"", ""Children's Fiction""]",64,2017,paperback,"[8.25, 11.5, 0.22]",11.9,9781629917375,1629917370
Claimed By The Rancher/Unbridled Billionaire,Jules Bennett,"[""Adult & Contemporary Romance"", ""Romance""]",432,2017,hardcover,"[12.0, 19.0, 1.44]",12.5,9781489225221,1489225226
Redemption Song,,"[""Science Fiction"", ""Fiction""]",,2017,paperback,"[2, 3, 0.6]",47.25,9781480847910,1480847917
Stolen Beauty,Laurie Lico Albanese,"[""Historical Fiction"", ""Fiction""]",320,2017,"hardcover, paperback","[8.25, 11.5, 1.07]",23.95,9781501167041,1501167049
Xeelee,Stephen Baxter,"[""Science Fiction"", ""Fiction""]",432,2017,hardcover,"[4, 6.75, 1.44]",37.5,9781473217171,1473217172
Geistliches Blumengartlein,Gerhard Tersteegen,"[""Modern & Contemporary Fiction"", ""Fiction""]",526,2017,hardcover,"[9.5, 12.0, 1.76]",127.25,9783843021852,3843021856
Closed Casket,Sophie Hannah,"[""Crime & Mystery"", ""Fiction""]",400,2017,hardcover,"[7, 11, 1.34]",14.95,9780008134129,000813412X
Plus One,Aleatha Romig,"[""Romance"", ""Fiction""]",236,2017,hardcover,"[7, 11, 0.79]",28.4,9780998189598,0998189596
Christodora,Dr Tim Murphy,"[""Modern & Contemporary Fiction"", ""Fiction""]",448,2017,paperback,"[3.5, 5.5, 1.5]",27.25,9780802126832,0802126839
The Legend of Zelda,Akira Himekawa,"[""Manga"", ""Graphic Novels""]",374,2017,hardcover,"[7, 11, 1.25]",24.4,9781421589626,1421589621
Spider-Man's Tangled Web Omnibus,Garth Ennis,"[""Superheroes & Super-villains"", ""Graphic Novels""]",560,2017,hardcover,"[7, 11, 1.87]",137.25,9781302906825,1302906828
We've Already Gone This Far,Patrick Dacey,"[""Short Stories"", ""Fiction in Translation and Short Stories""]",224,2017,"hardcover, paperback","[6, 9, 0.75]",25.75,9781250118028,1250118026
A Handful of Ashes,Rob McCarthy,"[""Crime & Mystery"", ""Fiction""]",352,2017,paperback,"[4, 6.5, 1.18]",24.95,9781473617698,1473617693
Spider-Man,J.M. Dematteis,"[""Graphic Novels"", ""Fiction""]",480,2017,paperback,"[2.5, 4, 1.6]",55.25,9781302906818,130290681X
The Astonishing Mistakes of Dahlia Moss,Max Wirestone,"[""Crime & Mystery"", ""Fiction""]",336,2017,"hardcover, paperback","[6, 9, 1.13]",16.75,9780316386012,0316386014
The Wrath and the Dawn,Renee Ahdieh,"[""Fantasy Fiction"", ""Fiction""]",416,2017,"hardcover, paperback","[6.5, 9.25, 1.39]",14.25,9781473657939,1473657938
Doctor Who,Paul Cornell,"[""Graphic Novels"", ""Fiction""]",112,2017,hardcover,"[6, 9, 0.38]",23.9,9781785857317,1785857312
When the Peace Is Gone,P. a. Glaspy,"[""Unknown Default Category"", ""\r\nBooks\r\n""]",324,2017,"hardcover, paperback","[2, 3, 1.08]",23.9,9781910780480,1910780480
JoJo's Bizarre Adventure,Hirohiko Araki,"[""Manga"", ""Graphic Novels""]",272,2017,"hardcover, paperback","[4, 6.5, 0.91]",24.4,9781421591698,1421591693
Dark Mind,Ian Douglas,"[""Science Fiction"", ""Fiction""]",384,2017,"hardcover, paperback","[5, 7.37, 1.28]",18.9,9780008121099,0008121095
Nicola's Virtue,Annemarie Brear,"[""Sagas"", ""Historical Fiction""]",222,2017,"hardcover, paperback","[9.5, 12.0, 0.74]",14.25,9781911261483,1911261487
Those Who Walk Away,Patricia Highsmith,"[""Crime & Mystery"", ""Fiction""]",264,2017,"hardcover, paperback","[6.5, 9.25, 0.88]",25.75,9780802126924,0802126928
Murmurs of Doubt,Rebecca Fox,"[""Medieval & Renaissance Philosophy"", ""History of Western Philosophy""]",184,2017,paperback,"[12.0, 19.0, 0.62]",23.25,9781910780145,1910780146
Seven Days in Summer,Marcia Willett,"[""Modern & Contemporary Fiction"", ""Fiction""]",304,2017,paperback,"[12.0, 19.0, 1.02]",30.25,9780593076873,0593076877
Aurore,Graham Hurley,"[""Modern & Contemporary Fiction"", ""Fiction""]",400,2017,paperback,"[6.5, 9.25, 1.34]",24.95,9781784977863,1784977861
"Fruits Basket Collector's Edition, Vol. 11",Natsuki Takaya,"[""Fantasy Romance Fiction"", ""Romance""]",384,2017,"hardcover, paperback","[6, 9, 1.28]",28.25,9780316501682,0316501689
More of Me,Kathryn Evans,"[""Science Fiction"", ""Fiction""]",320,2017,hardcover,"[9.5, 12.0, 1.07]",28.75,9781419723728,1419723723
The Coniston Case,Rebecca Tope,"[""Crime & Mystery"", ""Fiction""]",352,2017,hardcover,"[6.5, 10, 1.18]",15.95,9780749022655,0749022655
Return to Tiffany's,Jerome Mark Antil,"[""Romance"", ""Fiction""]",132,2017,"hardcover, paperback","[2, 3, 0.44]",27.75,9780997180244,0997180242
Shadows,Conrad Jones,"[""Crime & Mystery"", ""Fiction""]",250,2017,hardcover,"[5, 7.37, 0.84]",20.25,9781912175307,1912175304
Real Men Don't Use Coupons,E M Carr,"[""Comedy & Humour"", ""Non-Fiction""]",,2017,paperback,"[7, 11, 0.6]",27.75,9781684013371,1684013372
Generational Curses,Carolyn Leonard,"[""Modern & Contemporary Fiction"", ""Fiction""]",122,2017,paperback,"[4, 6.75, 0.41]",37.4,9781478747581,1478747587
Timekeeper,Heather Albano,"[""Space Opera"", ""Science Fiction""]",218,2017,paperback,"[12.0, 19.0, 0.73]",43.95,9781938808470,1938808479
Borne,Jeff VanderMeer,"[""Fiction"", ""\r\nBooks\r\n""]",336,2017,hardcover,"[9.5, 12.0, 1.13]",26.4,9780008159177,0008159173
Deadly Defiance,William Manchee,"[""Thrillers & Suspense"", ""Fiction""]",404,2017,"hardcover, paperback","[4, 6.75, 1.35]",34.9,9781929976768,1929976763
Ruined by the Reckless Viscount/A Warriner to Rescue Her/Forbidden Night with the Warrior,Sophia James,"[""Historical Romance"", ""Romance""]",864,2017,paperback,"[5.37, 8, 2.88]",19.5,9781489237002,1489237003
Pharos,Guy Haley,"[""Science Fiction"", ""Fiction""]",480,2017,paperback,"[5, 7.37, 1.6]",14.9,9781784964917,1784964913
Wild Cards,George R.R. Martin,"[""Science Fiction"", ""Fiction""]",320,2017,"hardcover, paperback","[4, 6.5, 1.07]",16.75,9781473221987,1473221986
Grand Opening 2,"Treasure;Weber, Carl; Hernandez","[""Modern & Contemporary Fiction"", ""Fiction""]",288,2017,paperback,"[12.0, 19.0, 0.96]",36.95,9781622866045,1622866045
The Story of Saville,Julia Evelyn Ditto Young,"[""Modern & Contemporary Fiction"", ""Fiction""]",108,2017,paperback,"[2.5, 4, 0.36]",32.25,9783744707893,374470789X
Before We Sleep,Jeffrey Lent,"[""Fiction"", ""\r\nBooks\r\n""]",400,2017,paperback,"[9.5, 12.0, 1.34]",26.95,9781620404997,1620404990
Outfoxed,David Rosenfelt,"[""Crime & Mystery"", ""Fiction""]",336,2017,hardcover,"[6.5, 10, 1.13]",25.75,9781250056344,1250056349
Rivers of London Volume 3,Ben Aaronovitch,"[""Graphic Novels"", ""Fiction""]",128,2017,paperback,"[3.5, 5.5, 0.43]",18.75,9781785855108,1785855107
Race Against Time,Sharon Sala,"[""Thrillers & Suspense"", ""Fiction""]",320,2017,hardcover,"[6, 9, 1.07]",39.9,9780778331018,0778331016
The Chemist,Stephenie Meyer,"[""Espionage & Spy Thrillers"", ""Thrillers & Suspense""]",528,2017,hardcover,"[9.5, 12.0, 1.76]",27.25,9780316387842,0316387843
The Idea of You,Robinne Lee,"[""Adult & Contemporary Romance"", ""Romance""]",384,2017,paperback,"[5, 7.37, 1.28]",23.75,9781250125903,1250125901
'Begat',Felix Culpepper,"[""Fantasy Fiction"", ""Fiction""]",96,2017,"hardcover, paperback","[6, 9, 0.32]",17.9,9781908041395,1908041390
The Boneyard,Mark Sennen,"[""Fiction"", ""\r\nBooks\r\n""]",400,2017,"hardcover, paperback","[7, 11, 1.34]",16.95,9780007587902,0007587902
Obsidian,Alan Baxter,"[""Modern & Contemporary Fiction"", ""Fiction""]",318,2017,hardcover,"[4, 6.5, 1.06]",28.75,9781944760991,1944760997
The Tree with A Thousand Apples,Sanchit Gupta,"[""Thrillers & Suspense"", ""Fiction""]",284,2017,"hardcover, paperback","[5, 7.37, 0.95]",17.5,9789385285516,9385285513
The Children of Jocasta,Natalie Haynes,"[""Historical Fiction"", ""Fiction""]",304,2017,paperback,"[2.5, 4, 1.02]",25.5,9781509836161,1509836160
The Park Bench, Chaboute,"[""Graphic Novels"", ""Fiction""]",352,2017,"hardcover, paperback","[2.5, 4, 1.18]",26.75,9780571332304,0571332307
A Favourite of the Gods and a Compass Error,Sybille Bedford,"[""Modern & Contemporary Fiction"", ""Fiction""]",512,2017,paperback,"[4, 6.5, 1.71]",28.75,9781681370569,1681370565
Meddling Kids,Edgar Cantero,"[""Horror & Ghost Stories"", ""Fantasy Fiction""]",336,2017,hardcover,"[2, 3, 1.13]",39.75,9780385541992,0385541996
Spread Volume 4,Justin Jordan,"[""Graphic Novels"", ""Fiction""]",128,2017,paperback,"[6.5, 10, 0.43]",27.75,9781534301849,1534301844
Redux,A.L. Davroe,"[""Fantasy Fiction"", ""Fiction""]",428,2017,paperback,"[5, 7.37, 1.43]",11.95,9781633755079,163375507X
Venom Vol. 1,Mike Costa,"[""Superheroes & Super-villains"", ""Graphic Novels""]",140,2017,paperback,"[9.5, 12.0, 0.47]",28.25,9781846538193,184653819X
Concrete Grave,Aaron Gilbreath,"[""Modern & Contemporary Fiction"", ""Fiction""]",276,2017,hardcover,"[8.25, 11.5, 0.92]",48.35,9781543430233,1543430236
The Identicals,Elin Hilderbrand,"[""Contemporary Women's Fiction "", ""Fiction""]",423,2017,"hardcover, paperback","[4, 6.5, 1.41]",41.25,9780316476492,0316476498
Up at Butternut Lake,Mary McNear,"[""Adult & Contemporary Romance"", ""Romance""]",400,2017,"hardcover, paperback","[7, 11, 1.34]",11.9,9780062688989,0062688987
Triple Crown,Felix Francis,"[""Thrillers & Suspense"", ""Fiction""]",384,2017,hardcover,"[4, 6.5, 1.28]",27.25,9780399574719,0399574719
A Distant View of Everything,Alexander McCall Smith,"[""Modern & Contemporary Fiction"", ""Fiction""]",256,2017,paperback,"[2, 3, 0.86]",24.95,9781408709405,1408709406
The Wall of Storms,Ken Liu,"[""Fantasy Fiction"", ""Fiction""]",512,2017,paperback,"[3.5, 5.5, 1.71]",16.9,9781784973278,1784973270
Die Dollar Die,Robert Salisbury,"[""Classic Fiction"", ""Fiction""]",360,2017,"hardcover, paperback","[8.25, 11.5, 1.2]",23.75,9780994333636,0994333633
16th Seduction,James Patterson,"[""Thrillers & Suspense"", ""Fiction""]",400,2017,hardcover,"[4, 6.5, 1.34]",25.5,9781780895208,1780895208
Murder in Mayfair,D. M. Quincy,"[""Fiction"", ""\r\nBooks\r\n""]",304,2017,paperback,"[6, 9, 1.02]",39.9,9781683312253,1683312252
Royal Enchantment,Sharon Ashwood,"[""Fantasy Romance Fiction"", ""Romance""]",304,2017,paperback,"[4, 6.75, 1.02]",11.4,9780263930139,0263930130
Undaunted,Palmer,"[""Western Romance"", ""Romance""]",336,2017,paperback,"[2, 3, 1.13]",39.9,9780373802463,0373802463
The Frangipani Tree Mystery,Ovidia Yu,"[""Crime & Mystery"", ""Fiction""]",320,2017,"hardcover, paperback","[3.5, 5.5, 1.07]",18.9,9781472125200,1472125207
King Daniel,Susan Wolf Johnson,"[""Modern & Contemporary Fiction"", ""Fiction""]",344,2017,"hardcover, paperback","[4, 6.5, 1.15]",63.5,9781504359863,1504359860
Pay Any Price,Ted Allbeury,"[""Espionage & Spy Thrillers"", ""Thrillers & Suspense""]",240,2017,paperback,"[4, 6.75, 0.8]",24.25,9780486820378,0486820378
Match Up,Lee Child,"[""Crime & Mystery"", ""Fiction""]",400,2017,paperback,"[2.5, 4, 1.34]",24.4,9780751569025,075156902X
The Ultimatum,Karen Robards,"[""Thrillers & Suspense"", ""Fiction""]",336,2017,paperback,"[4, 6.5, 1.13]",39.9,9780778330707,0778330702
The Perplexing Theft of the Jewel in the Crown,Vaseem Khan,"[""Crime & Mystery"", ""Fiction""]",320,2017,"hardcover, paperback","[6.5, 10, 1.07]",14.95,9781473612327,1473612322
Once A Moretti Wife,Michelle Smart,"[""Adult & Contemporary Romance"", ""Romance""]",192,2017,paperback,"[4, 6.75, 0.64]",6.5,9781489224163,1489224165
The Rancher's Cinderella Bride/The Marriage Contract,Sara Orwig,"[""Adult & Contemporary Romance"", ""Romance""]",360,2017,paperback,"[8.25, 11.5, 1.2]",12.75,9781489225177,148922517X
Little Secrets,Maureen Child,"[""Romance"", ""Fiction""]",240,2017,"hardcover, paperback","[3.5, 5.5, 0.8]",10.8,9780373838561,0373838565
Nyotai-Ka! Volume 5 (Hentai Manga),Ru-En Rouga,"[""Hentai Manga"", ""Manga""]",200,2017,paperback,"[6, 9, 0.67]",31.25,9781624593154,1624593151
His Guilt,Shelley Gray,"[""Modern & Contemporary Fiction"", ""Fiction""]",304,2017,paperback,"[7, 11, 1.02]",38.5,9780062675637,006267563X
Manga Art,Mark Crilley,"[""Drawing & Drawings"", ""Art Forms""]",176,2017,hardcover,"[2, 3, 0.59]",32.25,9780385346313,038534631X
	The Traitor's Girl,Christine Wells,"[""Modern & Contemporary Fiction"", ""Fiction""]",400,2017,"hardcover, paperback","[3.5, 5.5, 1.34]",25.5,9780143783015,0143783017
Ticket to Ride,Janet Neel,"[""Crime & Mystery"", ""Fiction""]",244,2017,paperback,"[6.5, 9.25, 0.82]",26.25,9781909619494,1909619493
My Not So Perfect Life,Sophie Kinsella,"[""Modern & Contemporary Fiction"", ""Fiction""]",464,2017,hardcover,"[6, 9, 1.55]",27.25,9780812987713,0812987713
A Margin of Lust,Greta Boris,"[""Thrillers & Suspense"", ""Fiction""]",346,2017,paperback,"[3.5, 5.5, 1.16]",26.25,9781945419218,1945419210
Home For The Summer,Holly Chamberlin,"[""Modern & Contemporary Fiction"", ""Fiction""]",352,2017,paperback,"[6.5, 9.25, 1.18]",24.25,9781496701541,1496701542
The Tidal Zone,Sarah Moss,"[""Classic Fiction"", ""Fiction""]",336,2017,"hardcover, paperback","[4, 6.75, 1.13]",16.9,9781783783083,1783783087
Complications,M J Williamz,"[""Romance"", ""Fiction""]",216,2017,paperback,"[2.5, 4, 0.72]",24.25,9781626397699,1626397694
Warrior of Fire,Shona Husk,"[""Fantasy Fiction"", ""Fiction""]",184,2017,hardcover,"[5.37, 8, 0.62]",28.8,9781516100415,1516100417
Yews with Caution,Kate Collins,"[""Crime & Mystery"", ""Fiction""]",336,2017,"hardcover, paperback","[8.25, 11.5, 1.13]",13.9,9780451473455,0451473450
The Family,Anita Burgh,"[""Romance"", ""Fiction""]",536,2000,paperback,"[6.5, 9.25, 1.79]",15.75,9781407231075,1407231073
Never Heat Gornite,Lucas Riddle,"[""Fantasy Fiction"", ""Fiction""]",30,2017,paperback,"[7, 11, 0.1]",10.9,9781364629458,1364629453
Confrontation,Don Foxe,"[""Thrillers & Suspense"", ""Fiction""]",324,2017,"hardcover, paperback","[5.37, 8, 1.08]",19.25,9780998804408,0998804401
The Italian's Vengeful Seduction,Bella Frances,"[""Adult & Contemporary Romance"", ""Romance""]",192,2017,paperback,"[6.5, 9.25, 0.64]",6.8,9781489224323,1489224327
Head Start,Judith Cutler,"[""Crime & Mystery"", ""Fiction""]",352,2017,paperback,"[5.37, 8, 1.18]",16.95,9780749020804,0749020806
In the City of Shadows,Dakota Kirkpatrick,"[""Horror & Ghost Stories"", ""Fantasy Fiction""]",128,2017,hardcover,"[6.5, 10, 0.43]",24.95,9781524696818,1524696811
Crimson and Bone,Marina Fiorato,"[""Historical Fiction"", ""Fiction""]",448,2017,hardcover,"[6.5, 10, 1.5]",26.75,9781473610514,1473610516
Shattered Minds,Laura Lam,"[""Science Fiction"", ""Fiction""]",400,2017,"hardcover, paperback","[6, 9, 1.34]",38.5,9780765382078,0765382075
Sungrazer,Jay Posey,"[""Science Fiction"", ""Fiction""]",288,2017,hardcover,"[2.5, 4, 0.96]",18.9,9780857666932,0857666932
Madrina's Secret Life,Julio Cesar Martinez Romero,"[""Modern & Contemporary Fiction"", ""Fiction""]",120,2017,"hardcover, paperback","[4, 6.75, 0.4]",48.35,9781506520889,150652088X
Dear Jane, Potter,"[""Classic Fiction"", ""Fiction""]",224,2017,"hardcover, paperback","[6.5, 10, 0.75]",14.25,9780451495730,045149573X
The Dark Eye - On Aves' Path (fiction anthology),Various,"[""Graphic Novels"", ""Fiction""]",160,2017,paperback,"[6, 9, 0.54]",27.75,9783957524003,3957524008
The Power,Naomi Alderman,"[""Feminism & Feminist Theory"", ""Social Issues & Processes""]",288,2017,paperback,"[6.5, 10, 0.96]",15.95,9780670919963,0670919969
"Gathering of Ravens, A",Scott Oden,"[""Historical Fiction"", ""Fiction""]",400,2017,hardcover,"[5, 7.37, 1.34]",37.5,9780593061275,0593061276
Twenty Thousand Leagues Under the Sea Coralie BS,Jules Verne,"[""Classic Fiction"", ""Fiction""]",528,2017,"hardcover, paperback","[9.5, 12.0, 1.76]",26.95,9780241198773,0241198771
A Gathering of Ravens,Scott Oden,"[""Fantasy Fiction"", ""Fiction""]",336,2017,hardcover,"[9.5, 12.0, 1.13]",41.25,9780312372941,0312372949
The Pregnant Kavakos Bride,Sharon Kendrick,"[""Romance"", ""Fiction""]",224,2017,"hardcover, paperback","[4, 6.5, 0.75]",9.4,9780373060771,0373060777
The Secrets She Keeps,Michael Robotham,"[""Crime & Mystery"", ""Fiction""]",448,2017,hardcover,"[2.5, 4, 1.5]",24.5,9780733638015,0733638015
Cat Pictures Please and Other Stories,Naomi Kritzer,"[""Fantasy Fiction"", ""Fiction""]",324,2017,paperback,"[2, 3, 1.08]",26.25,9781933846675,1933846674
Shifting Through Neutral,Bridgett M Davis,"[""Modern & Contemporary Fiction"", ""Fiction""]",320,2017,paperback,"[6.5, 10, 1.07]",27.75,9780060572501,0060572507
Fingerprints of Previous Owners,Rebecca Entel,"[""Modern & Contemporary Fiction"", ""Fiction""]",212,2017,hardcover,"[4, 6.5, 0.71]",25.75,9781944700232,1944700234
Collected Short Stories The,Jean Rhys,"[""Short Stories"", ""Fiction in Translation and Short Stories""]",400,2017,hardcover,"[9.5, 12.0, 1.34]",18.75,9780141984858,0141984856
The African Queen,C. S. Forester,"[""Classic Fiction"", ""Fiction""]",248,2017,hardcover,"[7, 11, 0.83]",16.95,9781509826773,1509826777
A Country Hope/The Midwife's Courage/The Honourable Midwife/The Doctor's Unexpected Family,Lilian Darcy,"[""Adult & Contemporary Romance"", ""Romance""]",496,2017,"hardcover, paperback","[12.0, 19.0, 1.66]",25.4,9781489236289,1489236287
Spore,Tamara Jones,"[""Thrillers & Suspense"", ""Fiction""]",354,2017,"hardcover, paperback","[12.0, 19.0, 1.18]",54.25,9780990450481,0990450481
Sherlock,Sir Arthur Conan Doyle,"[""Classic Crime"", ""Crime & Mystery""]",352,2017,"hardcover, paperback","[9.5, 12.0, 1.18]",16.95,9781785942457,178594245X
Lives of the Circus Animals,Christopher Bram,"[""Modern & Contemporary Fiction"", ""Fiction""]",352,2017,"hardcover, paperback","[3.5, 5.5, 1.18]",27.75,9780060542542,0060542543
The Shadow of His Hand,Benjamin Patterson,"[""Historical Romance"", ""Romance""]",464,2017,hardcover,"[7, 11, 1.55]",28.95,9781925595789,1925595781
The Boy on the Bridge,M. R. Carey,"[""Science Fiction"", ""Fiction""]",416,2017,hardcover,"[2, 3, 1.39]",24.95,9780356503547,0356503542
"Superman : Action Comics, Volume 3 (Rebirth)",Dan Jurgens,"[""Superheroes & Super-villains"", ""Graphic Novels""]",192,2017,"hardcover, paperback","[6.5, 9.25, 0.64]",24.95,9781401273576,1401273572
Sword Song [TV Tie-in Edition],Bernard Cornwell,"[""Historical Fiction"", ""Fiction""]",384,2017,"hardcover, paperback","[12.0, 19.0, 1.28]",16.75,9780008146542,0008146543
The Reluctant Queen,Sarah Durst,"[""Fantasy Fiction"", ""Fiction""]",368,2017,hardcover,"[8.25, 11.5, 1.23]",29.95,9780062413352,006241335X
Sicilian's Baby of Shame,Carol Marinelli,"[""Adult & Contemporary Romance"", ""Romance""]",192,2017,hardcover,"[4, 6.75, 0.64]",7.95,9781489224477,1489224475
Celebrating the Sacred in Ordinary Life,Tom Absher,"[""Literary Studies of Fiction"", ""History & Criticism of Literature""]",126,2017,"hardcover, paperback","[9.5, 12.0, 0.42]",122.25,9781433139796,1433139790
Halo Library Edition Volume 2,Duffy Boudreau,"[""Photography & Photographs"", ""Arts & Entertainment""]",296,2017,hardcover,"[5.37, 8, 0.99]",53.75,9781506702346,1506702341
The First Men In the Moon & A Modern Utopia,H. G. Wells,"[""Classic Fiction"", ""Fiction""]",416,2017,paperback,"[6, 9, 1.39]",4.5,9781840227444,1840227443
Your Father's Room,MICHEL DEON,"[""Modern & Contemporary Fiction"", ""Fiction""]",112,2017,paperback,"[4, 6.75, 0.38]",19.95,9781910477342,1910477346
The Woodpecker Always Pecks Twice,J R Ripley,"[""Crime & Mystery"", ""Fiction""]",244,2017,hardcover,"[5.37, 8, 0.82]",28.8,9781601838353,1601838352
Loveless (Hardcover Edition),Chris Luchies,"[""Modern & Contemporary Fiction"", ""Fiction""]",212,2017,paperback,"[3.5, 5.5, 0.71]",70.25,9781367950337,1367950333
The Last Debutante,Lesley Lokko,"[""Historical Fiction"", ""Fiction""]",336,2017,hardcover,"[6.5, 10, 1.13]",16.9,9781409137665,140913766X
